@relation InstanceResultListener

@attribute Key_Dataset {soybean}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48}
@attribute Key_Scheme_options {'-C 0.25 -M 2','-C 0.1 -M 2'}
@attribute Key_Scheme_version_ID {-217733168393644444}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 64\nSize of the tree: 96\n','Number of leaves: 62\nSize of the tree: 95\n','Number of leaves: 58\nSize of the tree: 88\n','Number of leaves: 58\nSize of the tree: 89\n','Number of leaves: 66\nSize of the tree: 101\n','Number of leaves: 55\nSize of the tree: 84\n','Number of leaves: 69\nSize of the tree: 103\n','Number of leaves: 71\nSize of the tree: 106\n','Number of leaves: 55\nSize of the tree: 85\n','Number of leaves: 55\nSize of the tree: 86\n','Number of leaves: 54\nSize of the tree: 84\n','Number of leaves: 57\nSize of the tree: 87\n','Number of leaves: 67\nSize of the tree: 102\n','Number of leaves: 65\nSize of the tree: 99\n','Number of leaves: 54\nSize of the tree: 83\n','Number of leaves: 70\nSize of the tree: 107\n','Number of leaves: 61\nSize of the tree: 93\n','Number of leaves: 72\nSize of the tree: 106\n','Number of leaves: 59\nSize of the tree: 90\n','Number of leaves: 66\nSize of the tree: 98\n','Number of leaves: 58\nSize of the tree: 90\n','Number of leaves: 62\nSize of the tree: 96\n','Number of leaves: 56\nSize of the tree: 86\n','Number of leaves: 61\nSize of the tree: 92\n','Number of leaves: 53\nSize of the tree: 83\n','Number of leaves: 70\nSize of the tree: 104\n','Number of leaves: 57\nSize of the tree: 88\n','Number of leaves: 62\nSize of the tree: 93\n','Number of leaves: 71\nSize of the tree: 107\n','Number of leaves: 59\nSize of the tree: 91\n','Number of leaves: 70\nSize of the tree: 105\n','Number of leaves: 60\nSize of the tree: 93\n','Number of leaves: 53\nSize of the tree: 82\n','Number of leaves: 57\nSize of the tree: 89\n','Number of leaves: 74\nSize of the tree: 111\n','Number of leaves: 64\nSize of the tree: 97\n','Number of leaves: 56\nSize of the tree: 85\n','Number of leaves: 66\nSize of the tree: 100\n','Number of leaves: 62\nSize of the tree: 94\n','Number of leaves: 67\nSize of the tree: 103\n','Number of leaves: 56\nSize of the tree: 83\n','Number of leaves: 68\nSize of the tree: 102\n','Number of leaves: 71\nSize of the tree: 108\n','Number of leaves: 60\nSize of the tree: 91\n','Number of leaves: 66\nSize of the tree: 103\n','Number of leaves: 55\nSize of the tree: 83\n','Number of leaves: 74\nSize of the tree: 110\n','Number of leaves: 61\nSize of the tree: 95\n','Number of leaves: 74\nSize of the tree: 113\n','Number of leaves: 67\nSize of the tree: 101\n','Number of leaves: 60\nSize of the tree: 90\n','Number of leaves: 73\nSize of the tree: 110\n','Number of leaves: 61\nSize of the tree: 94\n','Number of leaves: 71\nSize of the tree: 104\n','Number of leaves: 57\nSize of the tree: 86\n','Number of leaves: 66\nSize of the tree: 99\n','Number of leaves: 59\nSize of the tree: 92\n','Number of leaves: 70\nSize of the tree: 106\n','Number of leaves: 63\nSize of the tree: 97\n','Number of leaves: 52\nSize of the tree: 80\n','Number of leaves: 77\nSize of the tree: 114\n','Number of leaves: 69\nSize of the tree: 102\n','Number of leaves: 59\nSize of the tree: 89\n','Number of leaves: 67\nSize of the tree: 100\n','Number of leaves: 73\nSize of the tree: 108\n','Number of leaves: 63\nSize of the tree: 98\n','Number of leaves: 64\nSize of the tree: 95\n','Number of leaves: 56\nSize of the tree: 88\n','Number of leaves: 56\nSize of the tree: 87\n','Number of leaves: 64\nSize of the tree: 98\n','Number of leaves: 73\nSize of the tree: 109\n','Number of leaves: 61\nSize of the tree: 96\n','Number of leaves: 63\nSize of the tree: 96\n','Number of leaves: 65\nSize of the tree: 98\n','Number of leaves: 54\nSize of the tree: 81\n','Number of leaves: 68\nSize of the tree: 101\n','Number of leaves: 68\nSize of the tree: 104\n','Number of leaves: 69\nSize of the tree: 104\n','Number of leaves: 72\nSize of the tree: 107\n','Number of leaves: 65\nSize of the tree: 97\n','Number of leaves: 70\nSize of the tree: 103\n','Number of leaves: 60\nSize of the tree: 92\n','Number of leaves: 72\nSize of the tree: 108\n','Number of leaves: 51\nSize of the tree: 79\n','Number of leaves: 67\nSize of the tree: 99\n','Number of leaves: 63\nSize of the tree: 95\n','Number of leaves: 68\nSize of the tree: 103\n','Number of leaves: 69\nSize of the tree: 105\n','Number of leaves: 75\nSize of the tree: 114\n','Number of leaves: 52\nSize of the tree: 81\n','Number of leaves: 53\nSize of the tree: 81\n','Number of leaves: 69\nSize of the tree: 101\n','Number of leaves: 63\nSize of the tree: 94\n','Number of leaves: 61\nSize of the tree: 91\n','Number of leaves: 63\nSize of the tree: 99\n','Number of leaves: 71\nSize of the tree: 105\n','Number of leaves: 54\nSize of the tree: 85\n','Number of leaves: 50\nSize of the tree: 77\n','Number of leaves: 51\nSize of the tree: 78\n','Number of leaves: 49\nSize of the tree: 76\n','Number of leaves: 58\nSize of the tree: 87\n','Number of leaves: 50\nSize of the tree: 78\n','Number of leaves: 48\nSize of the tree: 74\n','Number of leaves: 52\nSize of the tree: 79\n','Number of leaves: 62\nSize of the tree: 92\n','Number of leaves: 66\nSize of the tree: 97\n','Number of leaves: 51\nSize of the tree: 76\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
soybean,29,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,62,6,0,91.176471,8.823529,0,0.902834,0.014676,0.098521,15.281696,45.012942,259.736831,5378.400866,-5118.664035,3.819659,79.09413,-75.274471,233.658994,3.436162,89.9599,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.911765,0.012246,0.987754,0.088235,0.923485,0.911765,0.908353,0.902296,0.955738,0.873564,0.929247,0.911765,0.003,0,0,0,0,0,60088,202557,29158,92.647059,7.817337,'Number of leaves: 61\nSize of the tree: 95\n',95,61,61
soybean,29,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,61,7,0,89.705882,10.294118,0,0.887204,0.013544,0.090982,14.090543,41.524402,260.757564,2163.957997,-1903.200433,3.83467,31.822912,-27.988242,239.229313,3.518078,91.743959,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.897059,0.012581,0.987419,0.102941,?,0.897059,?,?,0.978728,0.919996,?,0.897059,0.003,0,0,0,0,0,64600,202557,29158,97.058824,7.817337,'Number of leaves: 68\nSize of the tree: 103\n',103,68,68
soybean,29,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,63,5,0,92.647059,7.352941,0,0.919202,0.01258,0.082074,13.087414,37.458771,260.757564,2161.940661,-1901.183097,3.83467,31.793245,-27.958575,239.202274,3.51768,91.73359,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.926471,0.009419,0.990581,0.073529,?,0.926471,?,?,0.976387,0.908573,?,0.926471,0.003,0,0,0,0,0,56956,202557,29158,97.058824,9.210526,'Number of leaves: 58\nSize of the tree: 89\n',89,58,58
soybean,29,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,64,4,0,94.117647,5.882353,0,0.935453,0.009941,0.063796,10.342928,29.120115,260.16404,1083.867268,-823.703228,3.825942,15.939225,-12.113283,247.161042,3.634721,95.002,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.941176,0.008973,0.991027,0.058824,0.941387,0.941176,0.939048,0.931603,0.989282,0.961078,0.974415,0.941176,0.004,0,0,0,0,0,60778,202557,29158,98.529412,8.823529,'Number of leaves: 63\nSize of the tree: 96\n',96,63,63
soybean,30,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,614,69,63,6,0,91.304348,8.695652,0,0.90474,0.013679,0.089477,14.217824,40.797386,266.179335,2166.509418,-1900.330083,3.857672,31.398687,-27.541016,242.812677,3.519024,91.221461,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.913043,0.014173,0.985827,0.086957,0.922705,0.913043,0.915184,0.903022,0.977184,0.930558,0.967371,0.913043,0.003,0,0,0,0,0,55222,202240,29475,97.101449,8.695652,'Number of leaves: 55\nSize of the tree: 86\n',86,55,55
soybean,30,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,614,69,61,8,0,88.405797,11.594203,0,0.872193,0.014039,0.08843,14.592497,40.320276,266.179335,3235.833427,-2969.654092,3.857672,46.896137,-43.038465,237.039605,3.435357,89.052595,0.5,1,0,0,1,67,0.5,1,1,0.5,0.666667,0.701888,0.742537,0.514493,0.884058,0.013927,0.986073,0.115942,?,0.884058,?,?,0.976213,0.94285,?,0.884058,0.002,0,0,0,0,0,61468,202240,29475,95.652174,8.466819,'Number of leaves: 65\nSize of the tree: 97\n',97,65,65
soybean,30,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,614,69,60,9,0,86.956522,13.043478,0,0.856879,0.017882,0.100564,18.603814,45.900669,265.160842,2173.064376,-1907.903533,3.842911,31.493687,-27.650776,231.919419,3.361151,87.463675,1,2,0.014925,1,0.985075,66,0,0,0.666667,1,0.8,0.81038,0.992537,0.666667,0.869565,0.013165,0.986835,0.130435,?,0.869565,?,?,0.977894,0.908892,?,0.869565,0.003,0,0,0,0,0,56956,202240,29475,97.101449,9.153318,'Number of leaves: 58\nSize of the tree: 89\n',89,58,58
soybean,30,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,65,3,0,95.588235,4.411765,0,0.951463,0.009634,0.065403,10.033385,29.887016,259.00964,1084.122376,-825.112736,3.808965,15.942976,-12.134011,245.751534,3.613993,94.881231,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.955882,0.007022,0.992978,0.044118,0.96016,0.955882,0.955555,0.950306,0.990898,0.970158,0.981638,0.955882,0.002,0,0,0,0,0,58000,202557,29158,98.529412,8.281734,'Number of leaves: 59\nSize of the tree: 91\n',91,59,59
soybean,30,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,65,3,0,95.588235,4.411765,0,0.95159,0.011347,0.067457,11.806038,30.792176,260.049745,16.734984,243.314761,3.824261,0.246103,3.578158,243.314761,3.578158,93.564699,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.955882,0.004932,0.995068,0.044118,0.958824,0.955882,0.956611,0.952157,0.998321,0.974205,0.960182,0.955882,0.001,0,0,0,0,0,58000,202557,29158,98.529412,8.823529,'Number of leaves: 59\nSize of the tree: 91\n',91,59,59
soybean,30,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,60,8,0,88.235294,11.764706,0,0.870907,0.014848,0.102506,15.446755,46.784372,260.757564,2175.530251,-1914.772687,3.83467,31.993092,-28.158422,231.10583,3.398615,88.62862,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.882353,0.014598,0.985402,0.117647,?,0.882353,?,?,0.977186,0.902799,?,0.882353,0.003,0.001,0,0,0,0,64712,202557,29158,95.588235,7.662539,'Number of leaves: 69\nSize of the tree: 103\n',103,69,69
soybean,30,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,58,10,0,85.294118,14.705882,0,0.838633,0.019292,0.10649,20.068576,48.599583,260.977821,2175.078844,-1914.101024,3.837909,31.986454,-28.148544,226.339125,3.328517,86.727341,1,2,0.030303,2,0.969697,64,0,0,0.5,1,0.666667,0.696311,1,1,0.852941,0.015016,0.984984,0.147059,?,0.852941,?,?,0.977653,0.908673,?,0.852941,0.002,0,0,0,0,0,65644,202557,29158,97.058824,8.591331,'Number of leaves: 69\nSize of the tree: 105\n',105,69,69
soybean,30,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,61,7,0,89.705882,10.294118,0,0.886882,0.014802,0.093203,15.397926,42.535822,260.977821,2166.948441,-1905.97062,3.837909,31.866889,-28.02898,235.845441,3.468315,90.369917,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.897059,0.015703,0.984297,0.102941,?,0.897059,?,?,0.976196,0.909418,?,0.897059,0.002,0,0,0,0,0,59734,202557,29158,97.058824,8.900929,'Number of leaves: 62\nSize of the tree: 94\n',94,62,62
soybean,30,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,66,2,0,97.058824,2.941176,0,0.967742,0.009206,0.063689,9.576788,29.066118,260.977821,2154.578869,-1893.601048,3.837909,31.684983,-27.847074,246.158914,3.619984,94.321775,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.970588,0.002689,0.997311,0.029412,0.972059,0.970588,0.970543,0.968374,0.982828,0.952379,0.967818,0.970588,0.002,0,0,0,0,0,59156,202557,29158,97.058824,8.668731,'Number of leaves: 61\nSize of the tree: 93\n',93,61,61
soybean,30,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,61,7,0,89.705882,10.294118,0,0.88707,0.014906,0.095981,15.506119,43.80363,260.977821,2168.65343,-1907.675609,3.837909,31.891962,-28.054053,234.781298,3.452666,89.962165,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.897059,0.013905,0.986095,0.102941,?,0.897059,?,?,0.97884,0.921458,?,0.897059,0.002,0,0,0,0,0,60200,202557,29158,97.058824,8.978328,'Number of leaves: 62\nSize of the tree: 95\n',95,62,62
soybean,1,1,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,614,69,62,7,0,89.855072,10.144928,0,0.888863,0.014918,0.095929,15.495912,43.708689,267.786855,1099.151865,-831.36501,3.880969,15.929737,-12.048768,238.422354,3.455396,89.034375,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.898551,0.013476,0.986524,0.101449,0.912416,0.898551,0.893478,0.8882,0.988017,0.941677,0.925439,0.898551,0.004,0,0,0,0,0,57646,202240,29475,98.550725,8.237986,'Number of leaves: 60\nSize of the tree: 90\n',90,60,60
soybean,1,2,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,614,69,64,5,0,92.753623,7.246377,0,0.920525,0.011384,0.070691,11.82537,32.209325,267.786855,1087.194875,-819.40802,3.880969,15.756447,-11.875479,249.489879,3.615795,93.167336,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.927536,0.009128,0.990872,0.072464,?,0.927536,?,?,0.9907,0.964979,?,0.927536,0.002,0.001,0,0,0,0,58000,202240,29475,98.550725,8.543097,'Number of leaves: 59\nSize of the tree: 91\n',91,59,59
soybean,1,3,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,614,69,63,6,0,91.304348,8.695652,0,0.90441,0.014211,0.088379,14.784755,40.337818,265.180215,2165.833794,-1900.65358,3.843192,31.388896,-27.545704,238.555467,3.457326,89.959753,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.913043,0.01215,0.98785,0.086957,?,0.913043,?,?,0.978864,0.92495,?,0.913043,0.002,0,0,0,0,0,56490,202240,29475,97.101449,9.305873,'Number of leaves: 58\nSize of the tree: 88\n',88,58,58
soybean,1,4,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,61,7,0,89.705882,10.294118,0,0.886015,0.015706,0.09173,16.390848,42.016146,255.151643,1096.445205,-841.293563,3.75223,16.124194,-12.371964,230.289153,3.386605,90.255799,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.897059,0.01658,0.98342,0.102941,0.90612,0.897059,0.897859,0.884116,0.983107,0.924047,0.944932,0.897059,0.002,0.001,0,0,0,0,55912,202557,29158,98.529412,9.210526,'Number of leaves: 57\nSize of the tree: 87\n',87,57,57
soybean,1,5,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,66,2,0,97.058824,2.941176,0,0.967557,0.009451,0.062871,9.854202,28.766773,256.172375,1084.652582,-828.480207,3.767241,15.950773,-12.183532,241.061365,3.54502,94.101233,1,2,0.015152,1,0.984848,65,0,0,0.666667,1,0.8,0.810287,0.992424,0.666667,0.970588,0.002689,0.997311,0.029412,0.976961,0.970588,0.969562,0.969176,0.990679,0.9604,0.964178,0.970588,0.002,0.001,0,0,0,0,62400,202557,29158,98.529412,8.823529,'Number of leaves: 65\nSize of the tree: 99\n',99,65,65
soybean,1,6,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,59,9,0,86.764706,13.235294,0,0.854735,0.017112,0.092927,17.812333,42.438903,259.391913,1097.453009,-838.061096,3.814587,16.139015,-12.324428,233.454148,3.433149,90.00055,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.867647,0.016368,0.983632,0.132353,?,0.867647,?,?,0.986262,0.926939,?,0.867647,0.002,0.001,0,0,0,0,55912,202557,29158,98.529412,8.668731,'Number of leaves: 57\nSize of the tree: 87\n',87,57,57
soybean,1,7,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,63,5,0,92.647059,7.352941,0,0.919009,0.012739,0.08629,13.260062,39.408073,259.391913,3235.205891,-2975.813978,3.814587,47.576557,-43.76197,235.834131,3.468149,90.918074,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.926471,0.009064,0.990936,0.073529,?,0.926471,?,?,0.9718,0.895987,?,0.926471,0.003,0,0,0,0,0,64712,202557,29158,94.117647,7.739938,'Number of leaves: 69\nSize of the tree: 103\n',103,69,69
soybean,1,8,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,61,7,0,89.705882,10.294118,0,0.887417,0.013003,0.085943,13.527109,39.224941,260.757564,2161.847748,-1901.090184,3.83467,31.791879,-27.957209,238.6245,3.509184,91.512015,0.5,1,0,0,1,66,0.5,1,1,0.5,0.666667,0.70181,0.746212,0.514706,0.897059,0.008986,0.991014,0.102941,0.91924,0.897059,0.896598,0.892517,0.983228,0.952483,0.906509,0.897059,0.002,0,0,0,0,0,63090,202557,29158,97.058824,8.049536,'Number of leaves: 67\nSize of the tree: 100\n',100,67,67
soybean,1,9,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,62,6,0,91.176471,8.823529,0,0.903432,0.013554,0.082107,14.07102,37.385912,264.814206,1093.70755,-828.893345,3.894327,16.083935,-12.189608,243.84565,3.585965,92.081786,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.911765,0.013177,0.986823,0.088235,0.920752,0.911765,0.909252,0.901734,0.987679,0.940743,0.945747,0.911765,0.002,0.001,0,0,0,0,52556,202557,29158,97.058824,9.055728,'Number of leaves: 52\nSize of the tree: 81\n',81,52,52
soybean,1,10,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,63,5,0,92.647059,7.352941,0,0.919584,0.013725,0.0804,14.247861,36.608293,264.814206,1091.639649,-826.825443,3.894327,16.053524,-12.159198,244.242946,3.591808,92.231814,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.926471,0.009419,0.990581,0.073529,?,0.926471,?,?,0.988161,0.954108,?,0.926471,0.006,0,0,0,0,0,55222,202557,29158,98.529412,9.752322,'Number of leaves: 55\nSize of the tree: 86\n',86,55,55
soybean,2,1,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,614,69,61,8,0,88.405797,11.594203,0,0.872899,0.015454,0.098537,16.06213,44.927253,266.200947,2171.157766,-1904.956818,3.857985,31.466055,-27.60807,238.253334,3.452947,89.501309,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.884058,0.017391,0.982609,0.115942,0.896739,0.884058,0.885479,0.871866,0.976087,0.90277,0.940144,0.884058,0.003,0,0,0,0,0,54178,202240,29475,95.652174,8.77193,'Number of leaves: 54\nSize of the tree: 84\n',84,54,54
soybean,2,2,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,614,69,65,4,0,94.202899,5.797101,0,0.936449,0.012788,0.073623,13.290772,33.566035,266.421204,1088.987873,-822.566669,3.861177,15.782433,-11.921256,248.299535,3.598544,93.198113,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.942029,0.008696,0.991304,0.057971,0.943478,0.942029,0.939995,0.93363,0.989734,0.961119,0.962142,0.942029,0.007,0,0,0,0,0,55912,202240,29475,98.550725,9.153318,'Number of leaves: 57\nSize of the tree: 87\n',87,57,57
soybean,2,3,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,614,69,60,9,0,86.956522,13.043478,0,0.856449,0.015821,0.099777,16.458195,45.537362,265.400471,2177.756465,-1912.355993,3.846384,31.561688,-27.715304,230.921734,3.346692,87.008788,0.5,1,0,0,1,67,0.5,1,1,0.5,0.666667,0.701888,0.75,0.514493,0.869565,0.01693,0.98307,0.130435,?,0.869565,?,?,0.976025,0.897695,?,0.869565,0.003,0,0,0,0,0,58690,202240,29475,95.652174,8.543097,'Number of leaves: 61\nSize of the tree: 92\n',92,61,61
soybean,2,4,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,63,5,0,92.647059,7.352941,0,0.919105,0.010481,0.067965,10.920987,31.076492,257.758283,15.470517,242.287766,3.790563,0.227508,3.563055,242.967953,3.573058,94.261938,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.926471,0.004926,0.995074,0.073529,0.958824,0.926471,0.932064,0.932552,0.997567,0.97402,0.911519,0.926471,0.002,0,0,0,0,0,59734,202557,29158,100,8.049536,'Number of leaves: 62\nSize of the tree: 94\n',94,62,62
soybean,2,5,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,59,9,0,86.764706,13.235294,0,0.854286,0.017708,0.115204,18.451979,52.675751,257.758283,4321.104965,-4063.346682,3.790563,63.545661,-59.755098,222.815493,3.276698,86.443582,1,2,0.015152,1,0.984848,65,0,0,0.666667,1,0.8,0.810287,0.996212,0.833333,0.867647,0.016886,0.983114,0.132353,0.883467,0.867647,0.858193,0.851359,0.959004,0.839892,0.913228,0.867647,0.002,0,0,0,0,0,64022,202557,29158,91.176471,7.739938,'Number of leaves: 67\nSize of the tree: 102\n',102,67,67
soybean,2,6,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,64,4,0,94.117647,5.882353,0,0.935484,0.011624,0.072426,12.092825,33.055597,260.757564,1087.851487,-827.093923,3.83467,15.997816,-12.163146,241.801769,3.555908,92.730491,1,2,0.015152,1,0.984848,65,0,0,0.666667,1,0.8,0.810287,0.992424,0.666667,0.941176,0.007175,0.992825,0.058824,0.94902,0.941176,0.940925,0.936009,0.991178,0.966468,0.954676,0.941176,0.004,0,0,0,0,0,53712,202557,29158,98.529412,8.978328,'Number of leaves: 54\nSize of the tree: 83\n',83,54,54
soybean,2,7,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,62,6,0,91.176471,8.823529,0,0.903042,0.013509,0.083553,14.054121,38.134047,260.757564,1091.947032,-831.189468,3.83467,16.058045,-12.223375,240.108611,3.531009,92.081168,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.911765,0.010586,0.989414,0.088235,?,0.911765,?,?,0.989367,0.94905,?,0.911765,0.002,0,0,0,0,0,59734,202557,29158,97.058824,8.126935,'Number of leaves: 62\nSize of the tree: 94\n',94,62,62
soybean,2,8,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,62,6,0,91.176471,8.823529,0,0.902973,0.013443,0.079451,13.998347,36.30032,259.736831,19.781909,239.954922,3.819659,0.29091,3.528749,239.954922,3.528749,92.383864,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.911765,0.012246,0.987754,0.088235,?,0.911765,?,?,0.995733,0.974897,?,0.911765,0.002,0,0,0,0,0,56956,202557,29158,100,9.133127,'Number of leaves: 58\nSize of the tree: 89\n',89,58,58
soybean,2,9,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,58,10,0,85.294118,14.705882,0,0.838977,0.020649,0.115096,21.449904,52.442116,263.228298,2182.303621,-1919.075323,3.871004,32.0927,-28.221696,226.127625,3.325406,85.905515,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.852941,0.020353,0.979647,0.147059,?,0.852941,?,?,0.972114,0.861707,?,0.852941,0.002,0,0,0,0,0,52668,202557,29158,94.117647,9.752322,'Number of leaves: 53\nSize of the tree: 81\n',81,53,53
soybean,2,10,weka.classifiers.trees.J48,'-C 0.1 -M 2',-217733168393644444,20240420.1606,615,68,62,6,0,91.176471,8.823529,0,0.90334,0.013489,0.087755,14.011409,39.984648,263.228298,2166.705835,-1903.477537,3.871004,31.863321,-27.992317,236.282425,3.474742,89.763307,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.911765,0.008258,0.991742,0.088235,?,0.911765,?,?,0.979558,0.913408,?,0.911765,0.002,0,0,0,0,0,63780,202557,29158,94.117647,7.739938,'Number of leaves: 69\nSize of the tree: 101\n',101,69,69
