@relation InstanceResultListener

@attribute Key_Dataset {soybean}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48}
@attribute Key_Scheme_options {'-C 0.25 -M 2','-C 0.1 -M 2'}
@attribute Key_Scheme_version_ID {-217733168393644444}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 64\nSize of the tree: 96\n','Number of leaves: 62\nSize of the tree: 95\n','Number of leaves: 58\nSize of the tree: 88\n','Number of leaves: 58\nSize of the tree: 89\n','Number of leaves: 66\nSize of the tree: 101\n','Number of leaves: 55\nSize of the tree: 84\n','Number of leaves: 69\nSize of the tree: 103\n','Number of leaves: 71\nSize of the tree: 106\n','Number of leaves: 55\nSize of the tree: 85\n','Number of leaves: 55\nSize of the tree: 86\n','Number of leaves: 54\nSize of the tree: 84\n','Number of leaves: 57\nSize of the tree: 87\n','Number of leaves: 67\nSize of the tree: 102\n','Number of leaves: 65\nSize of the tree: 99\n','Number of leaves: 54\nSize of the tree: 83\n','Number of leaves: 70\nSize of the tree: 107\n','Number of leaves: 61\nSize of the tree: 93\n','Number of leaves: 72\nSize of the tree: 106\n','Number of leaves: 59\nSize of the tree: 90\n','Number of leaves: 66\nSize of the tree: 98\n','Number of leaves: 58\nSize of the tree: 90\n','Number of leaves: 62\nSize of the tree: 96\n','Number of leaves: 56\nSize of the tree: 86\n','Number of leaves: 61\nSize of the tree: 92\n','Number of leaves: 53\nSize of the tree: 83\n','Number of leaves: 70\nSize of the tree: 104\n','Number of leaves: 57\nSize of the tree: 88\n','Number of leaves: 62\nSize of the tree: 93\n','Number of leaves: 71\nSize of the tree: 107\n','Number of leaves: 59\nSize of the tree: 91\n','Number of leaves: 70\nSize of the tree: 105\n','Number of leaves: 60\nSize of the tree: 93\n','Number of leaves: 53\nSize of the tree: 82\n','Number of leaves: 57\nSize of the tree: 89\n','Number of leaves: 74\nSize of the tree: 111\n','Number of leaves: 64\nSize of the tree: 97\n','Number of leaves: 56\nSize of the tree: 85\n','Number of leaves: 66\nSize of the tree: 100\n','Number of leaves: 62\nSize of the tree: 94\n','Number of leaves: 67\nSize of the tree: 103\n','Number of leaves: 56\nSize of the tree: 83\n','Number of leaves: 68\nSize of the tree: 102\n','Number of leaves: 71\nSize of the tree: 108\n','Number of leaves: 60\nSize of the tree: 91\n','Number of leaves: 66\nSize of the tree: 103\n','Number of leaves: 55\nSize of the tree: 83\n','Number of leaves: 74\nSize of the tree: 110\n','Number of leaves: 61\nSize of the tree: 95\n','Number of leaves: 74\nSize of the tree: 113\n','Number of leaves: 67\nSize of the tree: 101\n','Number of leaves: 60\nSize of the tree: 90\n','Number of leaves: 73\nSize of the tree: 110\n','Number of leaves: 61\nSize of the tree: 94\n','Number of leaves: 71\nSize of the tree: 104\n','Number of leaves: 57\nSize of the tree: 86\n','Number of leaves: 66\nSize of the tree: 99\n','Number of leaves: 59\nSize of the tree: 92\n','Number of leaves: 70\nSize of the tree: 106\n','Number of leaves: 63\nSize of the tree: 97\n','Number of leaves: 52\nSize of the tree: 80\n','Number of leaves: 77\nSize of the tree: 114\n','Number of leaves: 69\nSize of the tree: 102\n','Number of leaves: 59\nSize of the tree: 89\n','Number of leaves: 67\nSize of the tree: 100\n','Number of leaves: 73\nSize of the tree: 108\n','Number of leaves: 63\nSize of the tree: 98\n','Number of leaves: 64\nSize of the tree: 95\n','Number of leaves: 56\nSize of the tree: 88\n','Number of leaves: 56\nSize of the tree: 87\n','Number of leaves: 64\nSize of the tree: 98\n','Number of leaves: 73\nSize of the tree: 109\n','Number of leaves: 61\nSize of the tree: 96\n','Number of leaves: 63\nSize of the tree: 96\n','Number of leaves: 65\nSize of the tree: 98\n','Number of leaves: 54\nSize of the tree: 81\n','Number of leaves: 68\nSize of the tree: 101\n','Number of leaves: 68\nSize of the tree: 104\n','Number of leaves: 69\nSize of the tree: 104\n','Number of leaves: 72\nSize of the tree: 107\n','Number of leaves: 65\nSize of the tree: 97\n','Number of leaves: 70\nSize of the tree: 103\n','Number of leaves: 60\nSize of the tree: 92\n','Number of leaves: 72\nSize of the tree: 108\n','Number of leaves: 51\nSize of the tree: 79\n','Number of leaves: 67\nSize of the tree: 99\n','Number of leaves: 63\nSize of the tree: 95\n','Number of leaves: 68\nSize of the tree: 103\n','Number of leaves: 69\nSize of the tree: 105\n','Number of leaves: 75\nSize of the tree: 114\n','Number of leaves: 52\nSize of the tree: 81\n','Number of leaves: 53\nSize of the tree: 81\n','Number of leaves: 69\nSize of the tree: 101\n','Number of leaves: 63\nSize of the tree: 94\n','Number of leaves: 61\nSize of the tree: 91\n','Number of leaves: 63\nSize of the tree: 99\n','Number of leaves: 71\nSize of the tree: 105\n','Number of leaves: 54\nSize of the tree: 85\n','Number of leaves: 50\nSize of the tree: 77\n','Number of leaves: 51\nSize of the tree: 78\n','Number of leaves: 49\nSize of the tree: 76\n','Number of leaves: 58\nSize of the tree: 87\n','Number of leaves: 50\nSize of the tree: 78\n','Number of leaves: 48\nSize of the tree: 74\n','Number of leaves: 52\nSize of the tree: 79\n','Number of leaves: 62\nSize of the tree: 92\n','Number of leaves: 66\nSize of the tree: 97\n','Number of leaves: 51\nSize of the tree: 76\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data
soybean,2,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,614,69,61,8,0,88.405797,11.594203,0,0.872399,0.014799,0.101363,15.395645,46.261266,265.400471,4316.52122,-4051.120748,3.846384,62.558279,-58.711895,231.921081,3.361175,87.385331,0.5,1,0,0,1,67,0.5,1,1,0.5,0.666667,0.701888,0.75,0.514493,0.884058,0.014474,0.985526,0.115942,?,0.884058,?,?,0.961141,0.86087,?,0.884058,0.006,0,0,0,0,0,64022,202240,29475,92.753623,7.932876,'Number of leaves: 67\nSize of the tree: 102\n',102,67,67
soybean,2,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,61,7,0,89.705882,10.294118,0,0.886748,0.011896,0.079991,12.395754,36.575007,257.758283,19.611296,238.146987,3.790563,0.288401,3.502162,238.827174,3.512164,92.65548,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.897059,0.009412,0.990588,0.102941,0.929044,0.897059,0.902561,0.898508,0.997567,0.97402,0.899135,0.897059,0.005,0,0,0,0,0,62400,202557,29158,100,8.049536,'Number of leaves: 65\nSize of the tree: 99\n',99,65,65
soybean,2,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,59,9,0,86.764706,13.235294,0,0.854286,0.017708,0.115204,18.451979,52.675751,257.758283,4321.104965,-4063.346682,3.790563,63.545661,-59.755098,222.815493,3.276698,86.443582,1,2,0.015152,1,0.984848,65,0,0,0.666667,1,0.8,0.810287,0.996212,0.833333,0.867647,0.016886,0.983114,0.132353,0.883467,0.867647,0.858193,0.851359,0.959004,0.839892,0.913228,0.867647,0.004,0.001,0,0,0,0,64022,202557,29158,91.176471,7.739938,'Number of leaves: 67\nSize of the tree: 102\n',102,67,67
soybean,2,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,64,4,0,94.117647,5.882353,0,0.935484,0.011624,0.072426,12.092825,33.055597,260.757564,1087.851487,-827.093923,3.83467,15.997816,-12.163146,241.801769,3.555908,92.730491,1,2,0.015152,1,0.984848,65,0,0,0.666667,1,0.8,0.810287,0.992424,0.666667,0.941176,0.007175,0.992825,0.058824,0.94902,0.941176,0.940925,0.936009,0.991178,0.966468,0.954676,0.941176,0.004,0,0,0,0,0,53712,202557,29158,98.529412,8.978328,'Number of leaves: 54\nSize of the tree: 83\n',83,54,54
soybean,2,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,62,6,0,91.176471,8.823529,0,0.903134,0.012081,0.078426,12.567992,35.79381,260.757564,1088.391793,-827.634228,3.83467,16.005762,-12.171092,243.184764,3.576247,93.260867,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.911765,0.010586,0.989414,0.088235,?,0.911765,?,?,0.989833,0.957383,?,0.911765,0.005,0,0,0,0,0,66688,202557,29158,98.529412,8.049536,'Number of leaves: 70\nSize of the tree: 107\n',107,70,70
soybean,2,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,62,6,0,91.176471,8.823529,0,0.902973,0.013218,0.078834,13.763886,36.018194,259.736831,19.381371,240.35546,3.819659,0.28502,3.534639,240.35546,3.534639,92.538074,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.911765,0.012246,0.987754,0.088235,?,0.911765,?,?,0.995733,0.974897,?,0.911765,0.006,0,0,0,0,0,59156,202557,29158,100,9.055728,'Number of leaves: 61\nSize of the tree: 93\n',93,61,61
soybean,2,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,58,10,0,85.294118,14.705882,0,0.838977,0.020694,0.115502,21.496513,52.62714,263.228298,2182.504709,-1919.276411,3.871004,32.095657,-28.224653,225.926537,3.322449,85.829122,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.852941,0.020353,0.979647,0.147059,?,0.852941,?,?,0.972114,0.861707,?,0.852941,0.004,0,0,0,0,0,53712,202557,29158,94.117647,9.752322,'Number of leaves: 54\nSize of the tree: 83\n',83,54,54
soybean,2,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,63,5,0,92.647059,7.352941,0,0.91945,0.01216,0.082872,12.631214,37.759614,263.228298,2164.79715,-1901.568853,3.871004,31.835252,-27.964248,238.191109,3.50281,90.488413,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.926471,0.006014,0.993986,0.073529,?,0.926471,?,?,0.980056,0.919291,?,0.926471,0.005,0,0,0,0,0,66446,202557,29158,94.117647,7.662539,'Number of leaves: 72\nSize of the tree: 106\n',106,72,72
soybean,3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,614,69,64,5,0,92.753623,7.246377,0,0.920323,0.012524,0.077087,13.016991,35.145115,266.421204,1092.42003,-825.998826,3.861177,15.832174,-11.970997,244.045511,3.536891,91.601384,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.927536,0.01087,0.98913,0.072464,?,0.927536,?,?,0.989515,0.957162,?,0.927536,0.004,0,0,0,0,0,56490,202240,29475,98.550725,9.07704,'Number of leaves: 58\nSize of the tree: 88\n',88,58,58
soybean,3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,614,69,64,5,0,92.753623,7.246377,0,0.920544,0.014573,0.091745,15.146118,41.827861,266.421204,32.107957,234.313247,3.861177,0.465333,3.395844,241.006455,3.492847,90.460688,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.927536,0.01087,0.98913,0.072464,0.936265,0.927536,0.925107,0.919463,0.992089,0.932797,0.963932,0.927536,0.004,0,0,0,0,0,57534,202240,29475,95.652174,8.314264,'Number of leaves: 59\nSize of the tree: 90\n',90,59,59
soybean,3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,614,69,62,7,0,89.855072,10.144928,0,0.888761,0.016145,0.09508,16.780455,43.34869,266.421204,3239.564447,-2973.143243,3.861177,46.950209,-43.089033,239.470021,3.47058,89.883995,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.898551,0.013476,0.986524,0.101449,?,0.898551,?,?,0.972985,0.912404,?,0.898551,0.004,0.001,0,0,0,0,56956,202240,29475,95.652174,9.229596,'Number of leaves: 58\nSize of the tree: 89\n',89,58,58
soybean,3,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,59,9,0,86.764706,13.235294,0,0.854112,0.016408,0.097151,17.070643,44.343946,260.270002,2168.310939,-1908.040938,3.8275,31.886926,-28.059426,230.993101,3.396957,88.751335,0.5,1,0,0,1,66,0.5,1,1,0.5,0.666667,0.70181,0.746212,0.514706,0.867647,0.018392,0.981608,0.132353,?,0.867647,?,?,0.979582,0.932376,?,0.867647,0.004,0,0,0,0,0,64712,202557,29158,97.058824,8.281734,'Number of leaves: 69\nSize of the tree: 103\n',103,69,69
soybean,3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,62,6,0,91.176471,8.823529,0,0.903042,0.012749,0.083497,13.265874,38.11632,260.00876,2160.805349,-1900.796589,3.823658,31.776549,-27.952891,240.901989,3.542676,92.651489,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.911765,0.012393,0.987607,0.088235,0.923574,0.911765,0.908862,0.90235,0.981949,0.939015,0.944619,0.911765,0.005,0,0,0,0,0,62046,202557,29158,97.058824,8.126935,'Number of leaves: 66\nSize of the tree: 98\n',98,66,66
soybean,3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,62,6,0,91.176471,8.823529,0,0.902811,0.012956,0.080296,13.49215,36.688136,259.695847,1092.856537,-833.160691,3.819057,16.07142,-12.252363,240.460283,3.536181,92.593041,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.911765,0.012246,0.987754,0.088235,?,0.911765,?,?,0.986848,0.941619,?,0.911765,0.006,0,0,0,0,0,57422,202557,29158,97.058824,8.978328,'Number of leaves: 58\nSize of the tree: 90\n',90,58,58
soybean,3,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,64,4,0,94.117647,5.882353,0,0.935315,0.011839,0.073845,12.328164,33.738721,259.736831,18.234501,241.502331,3.819659,0.268154,3.551505,242.113082,3.560487,93.214767,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.941176,0.007468,0.992532,0.058824,0.952763,0.941176,0.937605,0.935976,0.99655,0.956671,0.953634,0.941176,0.005,0,0,0,0,0,60666,202557,29158,100,8.513932,'Number of leaves: 62\nSize of the tree: 96\n',96,62,62
soybean,3,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,63,5,0,92.647059,7.352941,0,0.919355,0.013233,0.086314,13.766891,39.394293,260.757564,3232.719584,-2971.96202,3.83467,47.539994,-43.705324,233.502705,3.433863,89.547816,1,2,0.015152,1,0.984848,65,0,0,0.666667,1,0.8,0.810287,0.992424,0.666667,0.926471,0.005597,0.994403,0.073529,?,0.926471,?,?,0.97452,0.921447,?,0.926471,0.003,0.001,0,0,0,0,55334,202557,29158,95.588235,8.281734,'Number of leaves: 56\nSize of the tree: 86\n',86,56,56
soybean,3,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,65,3,0,95.588235,4.411765,0,0.951521,0.010173,0.066947,10.583317,30.554953,260.757564,17.014033,243.743532,3.83467,0.250206,3.584464,244.354283,3.593445,93.709375,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.955882,0.00673,0.99327,0.044118,?,0.955882,?,?,0.998504,0.985294,?,0.955882,0.004,0,0,0,0,0,58690,202557,29158,100,8.978328,'Number of leaves: 61\nSize of the tree: 92\n',92,61,61
soybean,3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,56,12,0,82.352941,17.647059,0,0.806314,0.021834,0.129546,22.7144,59.125235,260.757564,4332.483582,-4071.726017,3.83467,63.712994,-59.878324,215.49867,3.169098,82.643305,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.823529,0.019276,0.980724,0.176471,?,0.823529,?,?,0.954135,0.822498,?,0.823529,0.011,0.001,0,0,0,0,53600,202557,29158,89.705882,8.049536,'Number of leaves: 53\nSize of the tree: 83\n',83,53,53
soybean,4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,614,69,63,6,0,91.304348,8.695652,0,0.904696,0.013813,0.089206,14.35661,40.670381,266.421204,2170.646448,-1904.225244,3.861177,31.458644,-27.597467,238.278141,3.453306,89.436628,0.5,1,0,0,1,67,0.5,1,1,0.5,0.666667,0.701888,0.75,0.514493,0.913043,0.006997,0.993003,0.086957,?,0.913043,?,?,0.980044,0.914084,?,0.913043,0.004,0.001,0,0,0,0,65290,202240,29475,92.753623,8.009153,'Number of leaves: 70\nSize of the tree: 104\n',104,70,70
soybean,4,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,614,69,67,2,0,97.101449,2.898551,0,0.968217,0.010198,0.057163,10.599562,26.061618,266.421204,14.828919,251.592285,3.861177,0.214912,3.646265,251.592285,3.646265,94.434032,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.971014,0.004348,0.995652,0.028986,?,0.971014,?,?,0.999758,0.997101,?,0.971014,0.004,0.001,0,0,0,0,58690,202240,29475,100,9.305873,'Number of leaves: 61\nSize of the tree: 92\n',92,61,61
soybean,4,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,614,69,63,6,0,91.304348,8.695652,0,0.904498,0.015157,0.095091,15.753299,43.353673,266.421204,4309.191514,-4042.77031,3.861177,62.452051,-58.590874,238.726201,3.4598,89.604805,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.913043,0.013043,0.986957,0.086957,?,0.913043,?,?,0.96244,0.898486,?,0.913043,0.004,0,0,0,0,0,56378,202240,29475,94.202899,9.000763,'Number of leaves: 57\nSize of the tree: 88\n',88,57,57
soybean,4,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,63,5,0,92.647059,7.352941,0,0.919048,0.012547,0.071227,13.05414,32.511246,260.270002,17.502979,242.767023,3.8275,0.257397,3.570103,242.767023,3.570103,93.275069,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.926471,0.011216,0.988784,0.073529,?,0.926471,?,?,0.997796,0.975808,?,0.926471,0.003,0.001,0,0,0,0,55334,202557,29158,100,9.287926,'Number of leaves: 56\nSize of the tree: 86\n',86,56,56
soybean,4,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,59,9,0,86.764706,13.235294,0,0.854873,0.021119,0.114409,21.973437,52.224107,260.049745,4319.694702,-4059.644957,3.824261,63.524922,-59.700661,221.715456,3.260521,85.258863,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.867647,0.016594,0.983406,0.132353,0.883333,0.867647,0.867804,0.85523,0.95725,0.845951,0.91008,0.867647,0.003,0,0,0,0,0,59268,202557,29158,94.117647,9.520124,'Number of leaves: 62\nSize of the tree: 93\n',93,62,62
soybean,4,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,63,5,0,92.647059,7.352941,0,0.919221,0.013294,0.083412,13.829724,38.069714,260.757564,1097.861272,-837.103708,3.83467,16.145019,-12.310349,237.217044,3.488486,90.972258,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.926471,0.009193,0.990807,0.073529,?,0.926471,?,?,0.987601,0.944909,?,0.926471,0.004,0,0,0,0,0,66800,202557,29158,97.058824,8.359133,'Number of leaves: 71\nSize of the tree: 107\n',107,71,71
soybean,4,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,64,4,0,94.117647,5.882353,0,0.935377,0.010008,0.065444,10.411831,29.869078,260.757564,1084.213979,-823.456415,3.83467,15.944323,-12.109653,247.407855,3.638351,94.880413,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.941176,0.008973,0.991027,0.058824,0.94375,0.941176,0.938976,0.932851,0.989158,0.961138,0.962088,0.941176,0.004,0,0,0,0,0,58000,202557,29158,98.529412,7.972136,'Number of leaves: 59\nSize of the tree: 91\n',91,59,59
soybean,4,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,66,2,0,97.058824,2.941176,0,0.967742,0.009076,0.056691,9.442354,25.873857,260.757564,12.138707,248.618857,3.83467,0.17851,3.65616,248.618857,3.65616,95.34483,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.970588,0.004487,0.995513,0.029412,0.975936,0.970588,0.970221,0.96776,0.998255,0.983272,0.988158,0.970588,0.003,0,0,0,0,0,55912,202557,29158,100,8.591331,'Number of leaves: 57\nSize of the tree: 87\n',87,57,57
soybean,4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,64,4,0,94.117647,5.882353,0,0.9353,0.011143,0.074139,11.60345,33.875298,259.695847,19.306207,240.38964,3.819057,0.283915,3.535142,242.811138,3.570752,93.498276,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.941176,0.007468,0.992532,0.058824,?,0.941176,?,?,0.995475,0.969058,?,0.941176,0.004,0,0,0,0,0,57422,202557,29158,100,8.668731,'Number of leaves: 58\nSize of the tree: 90\n',90,58,58
soybean,4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,57,11,0,83.823529,16.176471,0,0.82182,0.019033,0.11518,19.820396,52.627547,259.695847,4320.195617,-4060.49977,3.819057,63.532288,-59.713232,224.767384,3.305403,86.550242,1,2,0.030303,2,0.969697,64,0,0,0.5,1,0.666667,0.696311,1,1,0.838235,0.018277,0.981723,0.161765,?,0.838235,?,?,0.95939,0.854704,?,0.838235,0.003,0,0,0,0,0,62400,202557,29158,92.647059,8.049536,'Number of leaves: 65\nSize of the tree: 99\n',99,65,65
soybean,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,614,69,63,6,0,91.304348,8.695652,0,0.903944,0.012744,0.085107,13.278482,38.91036,262.774458,1092.544057,-829.769599,3.808325,15.833972,-12.025646,241.731612,3.503357,91.99205,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.913043,0.012891,0.987109,0.086957,?,0.913043,?,?,0.987681,0.942705,?,0.913043,0.006,0,0,0,0,0,66446,202240,29475,98.550725,7.78032,'Number of leaves: 72\nSize of the tree: 106\n',106,72,72
soybean,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,614,69,64,5,0,92.753623,7.246377,0,0.92058,0.010881,0.070727,11.325947,32.301162,263.814563,1087.629384,-823.814821,3.823399,15.762745,-11.939345,247.73329,3.590338,93.904327,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.927536,0.007167,0.992833,0.072464,?,0.927536,?,?,0.990718,0.967798,?,0.927536,0.006,0,0,0,0,0,57422,202240,29475,98.550725,8.390542,'Number of leaves: 58\nSize of the tree: 90\n',90,58,58
soybean,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,614,69,63,6,0,91.304348,8.695652,0,0.904652,0.011782,0.083262,12.246095,37.962578,266.200947,1096.517961,-830.317013,3.857985,15.891565,-12.03358,242.034788,3.507751,90.921836,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.913043,0.011302,0.988698,0.086957,?,0.913043,?,?,0.987653,0.941966,?,0.913043,0.003,0,0,0,0,0,65756,202240,29475,97.101449,8.085431,'Number of leaves: 70\nSize of the tree: 105\n',105,70,70
soybean,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,63,5,0,92.647059,7.352941,0,0.919355,0.012627,0.082458,13.135967,37.634244,260.757564,2162.161191,-1901.403627,3.83467,31.796488,-27.961818,241.05328,3.544901,92.443447,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.926471,0.009419,0.990581,0.073529,0.926471,0.926471,0.926471,0.917052,0.980349,0.926775,0.950292,0.926471,0.008,0,0,0,0,0,59044,202557,29158,97.058824,8.74613,'Number of leaves: 60\nSize of the tree: 93\n',93,60,60
soybean,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,65,3,0,95.588235,4.411765,0,0.951555,0.009379,0.067526,9.757141,30.819094,260.757564,1087.582443,-826.824879,3.83467,15.993859,-12.159189,245.806968,3.614808,94.266476,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.955882,0.004932,0.995068,0.044118,?,0.955882,?,?,0.988659,0.94667,?,0.955882,0.004,0,0,0,0,0,57422,202557,29158,97.058824,8.049536,'Number of leaves: 58\nSize of the tree: 90\n',90,58,58
soybean,5,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,60,8,0,88.235294,11.764706,0,0.870937,0.019468,0.108508,20.25248,49.523541,260.757564,4317.753779,-4056.996215,3.83467,63.496379,-59.661709,227.215363,3.341402,87.136633,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.882353,0.016149,0.983851,0.117647,?,0.882353,?,?,0.954804,0.858071,?,0.882353,0.006,0,0.015625,0,15.625,0,53134,202557,29158,94.117647,9.752322,'Number of leaves: 53\nSize of the tree: 82\n',82,53,53
soybean,5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20240420.1606,615,68,61,7,0,89.705882,10.294118,0,0.887257,0.01382,0.08125,14.355424,37.019697,263.342592,21.731106,241.611486,3.872685,0.319575,3.55311,241.754631,3.555215,91.802328,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.897059,0.013905,0.986095,0.102941,?,0.897059,?,?,0.996012,0.974326,?,0.897059,0.004,0,0,0,0,0,56844,202557,29158,100,9.674923,'Number of leaves: 57\nSize of the tree: 89\n',89,57,57
